ID,delinquent,Sdelinquent,term,gender,purpose,home_ownership,age,FICO
2561,Yes,1,36 months,Female,House,Rent,20-25,300-500
2562,No,0,36 months,Male,House,Rent,20-25,>500
2563,Yes,1,36 months,Male,House,Rent,20-25,300-500
2564,Yes,1,36 months,Male,House,Mortgage,>25,>500
2565,No,0,36 months,Female,Car,Rent,20-25,>500
2566,Yes,1,36 months,Male,Car,Mortgage,>25,>500
2567,Yes,1,36 months,Male,House,Rent,>25,>500
2568,Yes,1,36 months,Male,House,Own,20-25,300-500
2569,Yes,1,36 months,Female,House,Mortgage,>25,>500
2570,No,0,36 months,Female,Wedding,Mortgage,20-25,>500
2571,No,0,36 months,Female,House,Mortgage,>25,>500
2572,No,0,36 months,Male,Car,Rent,20-25,300-500
2573,Yes,1,36 months,Female,Wedding,Rent,>25,>500
2574,Yes,1,36 months,Male,House,Own,20-25,300-500
2575,Yes,1,60 months,Male,House,Rent,20-25,>500
2576,No,0,60 months,Male,House,Rent,20-25,>500
2577,Yes,1,60 months,Male,Personal,Rent,20-25,>500
2578,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2579,Yes,1,60 months,Male,House,Mortgage,20-25,>500
2580,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
2581,Yes,1,36 months,Male,Personal,Mortgage,>25,>500
2582,No,0,36 months,Male,Car,Mortgage,20-25,300-500
2583,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
2584,Yes,1,60 months,Male,House,Rent,20-25,>500
2585,No,0,60 months,Male,Wedding,Mortgage,>25,300-500
2586,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
2587,No,0,36 months,Female,Other,Mortgage,>25,>500
2588,Yes,1,36 months,Male,House,Own,20-25,300-500
2589,Yes,1,36 months,Female,House,Rent,>25,300-500
2590,Yes,1,36 months,Male,Personal,Own,20-25,300-500
2591,No,0,36 months,Female,Car,Mortgage,20-25,>500
2592,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2593,No,0,36 months,Female,House,Mortgage,20-25,>500
2594,No,0,36 months,Male,Car,Rent,>25,>500
2595,Yes,1,36 months,Male,House,Rent,20-25,300-500
2596,No,0,36 months,Female,House,Mortgage,>25,>500
2597,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2598,Yes,1,36 months,Female,House,Rent,>25,300-500
2599,No,0,60 months,Male,Personal,Mortgage,>25,300-500
2600,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2601,Yes,1,36 months,Male,Other,Mortgage,>25,>500
2602,No,0,36 months,Female,House,Mortgage,20-25,>500
2603,Yes,1,36 months,Male,Other,Mortgage,20-25,300-500
2604,No,0,36 months,Female,Wedding,Rent,20-25,>500
2605,Yes,1,36 months,Male,Car,Mortgage,>25,>500
2606,Yes,1,36 months,Female,House,Rent,>25,300-500
2607,No,0,60 months,Male,House,Rent,>25,>500
2608,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
2609,Yes,1,36 months,Male,House,Rent,>25,>500
2610,Yes,1,36 months,Male,Wedding,Rent,20-25,300-500
2611,Yes,1,36 months,Male,House,Rent,>25,>500
2612,Yes,1,36 months,Female,Personal,Own,>25,>500
2613,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
2614,No,0,36 months,Female,Other,Rent,20-25,>500
2615,No,0,36 months,Male,Car,Rent,20-25,300-500
2616,No,0,36 months,Male,House,Mortgage,20-25,300-500
2617,Yes,1,36 months,Male,House,Rent,20-25,300-500
2618,No,0,60 months,Male,House,Rent,>25,300-500
2619,Yes,1,36 months,Male,House,Rent,20-25,>500
2620,No,0,60 months,Male,Medical,Rent,>25,>500
2621,Yes,1,36 months,Female,House,Own,>25,300-500
2622,No,0,36 months,Female,Other,Own,>25,>500
2623,Yes,1,36 months,Female,House,Rent,>25,300-500
2624,Yes,1,36 months,Male,House,Mortgage,20-25,>500
2625,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2626,Yes,1,36 months,Female,House,Own,>25,>500
2627,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2628,No,0,36 months,Male,Wedding,Mortgage,20-25,300-500
2629,Yes,1,36 months,Male,Other,Rent,20-25,>500
2630,No,0,36 months,Female,Wedding,Mortgage,>25,>500
2631,No,0,36 months,Female,House,Mortgage,>25,>500
2632,No,0,36 months,Female,House,Rent,20-25,>500
2633,No,0,60 months,Male,Car,Rent,>25,>500
2634,Yes,1,36 months,Male,Car,Rent,20-25,300-500
2635,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
2636,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2637,Yes,1,36 months,Male,House,Rent,20-25,300-500
2638,No,0,36 months,Female,Car,Own,20-25,>500
2639,No,0,36 months,Female,Car,Own,20-25,>500
2640,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2641,Yes,1,36 months,Female,House,Own,>25,300-500
2642,Yes,1,36 months,Male,House,Rent,20-25,300-500
2643,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2644,Yes,1,36 months,Male,Car,Rent,20-25,300-500
2645,No,0,60 months,Male,House,Mortgage,>25,>500
2646,Yes,1,36 months,Male,Car,Mortgage,>25,>500
2647,Yes,1,36 months,Female,House,Own,>25,300-500
2648,No,0,36 months,Male,Car,Rent,>25,>500
2649,Yes,1,36 months,Male,House,Rent,20-25,300-500
2650,Yes,1,36 months,Female,House,Rent,>25,300-500
2651,No,0,36 months,Male,Car,Rent,20-25,300-500
2652,No,0,36 months,Female,House,Mortgage,>25,>500
2653,Yes,1,36 months,Male,House,Mortgage,>25,>500
2654,No,0,36 months,Male,House,Rent,20-25,300-500
2655,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2656,Yes,1,36 months,Male,House,Own,20-25,300-500
2657,Yes,1,36 months,Male,House,Rent,20-25,300-500
2658,Yes,1,36 months,Male,House,Mortgage,>25,>500
2659,Yes,1,36 months,Male,House,Rent,20-25,300-500
2660,No,0,36 months,Male,House,Mortgage,20-25,>500
2661,Yes,1,36 months,Male,Personal,Mortgage,>25,>500
2662,Yes,1,36 months,Female,House,Mortgage,>25,>500
2663,No,0,36 months,Male,House,Mortgage,>25,>500
2664,No,0,36 months,Female,House,Mortgage,>25,>500
2665,No,0,36 months,Female,Car,Rent,>25,>500
2666,Yes,1,36 months,Male,House,Rent,>25,>500
2667,Yes,1,36 months,Male,Car,Rent,20-25,300-500
2668,No,0,36 months,Female,House,Rent,>25,>500
2669,Yes,1,36 months,Female,House,Rent,20-25,300-500
2670,No,0,36 months,Female,House,Rent,>25,>500
2671,Yes,1,36 months,Male,House,Own,20-25,300-500
2672,Yes,1,36 months,Female,House,Rent,>25,300-500
2673,No,0,36 months,Female,Personal,Mortgage,20-25,>500
2674,Yes,1,36 months,Female,Car,Rent,>25,300-500
2675,Yes,1,60 months,Male,Car,Rent,20-25,>500
2676,Yes,1,36 months,Female,Personal,Mortgage,20-25,>500
2677,Yes,1,36 months,Male,Personal,Mortgage,>25,>500
2678,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2679,No,0,60 months,Male,House,Rent,>25,>500
2680,No,0,36 months,Female,Car,Rent,>25,>500
2681,Yes,1,36 months,Female,Medical,Mortgage,>25,300-500
2682,Yes,1,36 months,Male,House,Own,20-25,300-500
2683,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2684,No,0,60 months,Male,House,Rent,>25,300-500
2685,No,0,36 months,Male,House,Mortgage,20-25,>500
2686,No,0,60 months,Male,House,Rent,>25,>500
2687,No,0,36 months,Male,Medical,Rent,>25,>500
2688,No,0,36 months,Female,House,Rent,>25,>500
2689,Yes,1,36 months,Female,Car,Rent,>25,300-500
2690,Yes,1,36 months,Male,Personal,Mortgage,>25,>500
2691,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
2692,No,0,36 months,Male,House,Rent,20-25,300-500
2693,No,0,36 months,Female,House,Rent,20-25,>500
2694,No,0,36 months,Female,House,Mortgage,>25,>500
2695,Yes,1,36 months,Female,House,Rent,20-25,300-500
2696,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2697,No,0,36 months,Female,House,Rent,20-25,>500
2698,No,0,36 months,Female,House,Mortgage,20-25,>500
2699,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2700,Yes,1,36 months,Female,Other,Mortgage,20-25,300-500
2701,Yes,1,36 months,Male,House,Rent,>25,>500
2702,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
2703,Yes,1,36 months,Female,Other,Mortgage,>25,300-500
2704,Yes,1,36 months,Female,House,Rent,>25,300-500
2705,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
2706,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
2707,Yes,1,36 months,Male,House,Rent,20-25,300-500
2708,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
2709,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2710,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2711,Yes,1,36 months,Male,House,Rent,>25,>500
2712,Yes,1,36 months,Female,House,Rent,>25,300-500
2713,No,0,36 months,Female,House,Rent,>25,>500
2714,No,0,36 months,Male,Personal,Mortgage,20-25,>500
2715,No,0,36 months,Female,House,Rent,20-25,>500
2716,Yes,1,36 months,Male,House,Mortgage,>25,>500
2717,Yes,1,36 months,Female,House,Own,>25,>500
2718,No,0,60 months,Male,Car,Rent,>25,300-500
2719,Yes,1,36 months,Female,House,Rent,>25,300-500
2720,Yes,1,36 months,Female,Wedding,Mortgage,20-25,300-500
2721,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2722,Yes,1,36 months,Female,Car,Rent,>25,300-500
2723,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2724,No,0,36 months,Female,Personal,Mortgage,20-25,>500
2725,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
2726,Yes,1,36 months,Male,House,Rent,20-25,300-500
2727,Yes,1,36 months,Female,Car,Mortgage,20-25,>500
2728,Yes,1,36 months,Male,House,Rent,20-25,300-500
2729,No,0,36 months,Female,Other,Mortgage,20-25,>500
2730,Yes,1,36 months,Male,House,Rent,20-25,300-500
2731,No,0,36 months,Male,House,Own,20-25,300-500
2732,Yes,1,36 months,Male,House,Own,20-25,300-500
2733,No,0,36 months,Female,House,Mortgage,>25,>500
2734,Yes,1,36 months,Male,Car,Rent,20-25,300-500
2735,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2736,Yes,1,36 months,Male,House,Rent,20-25,>500
2737,Yes,1,36 months,Female,House,Own,20-25,300-500
2738,Yes,1,36 months,Female,House,Rent,20-25,300-500
2739,Yes,1,36 months,Male,Personal,Mortgage,>25,>500
2740,No,0,36 months,Female,House,Rent,>25,>500
2741,Yes,1,36 months,Female,House,Rent,20-25,300-500
2742,No,0,60 months,Male,Car,Rent,>25,300-500
2743,Yes,1,36 months,Female,Car,Rent,>25,>500
2744,Yes,1,36 months,Female,Car,Rent,>25,300-500
2745,No,0,60 months,Male,House,Mortgage,>25,300-500
2746,Yes,1,36 months,Male,Other,Rent,20-25,300-500
2747,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2748,No,0,36 months,Male,House,Rent,20-25,300-500
2749,Yes,1,36 months,Male,House,Rent,20-25,300-500
2750,Yes,1,36 months,Female,Wedding,Mortgage,>25,>500
2751,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2752,No,0,36 months,Female,House,Rent,20-25,>500
2753,Yes,1,36 months,Female,Car,Rent,>25,300-500
2754,Yes,1,36 months,Male,Car,Rent,20-25,300-500
2755,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
2756,Yes,1,36 months,Male,House,Rent,20-25,300-500
2757,Yes,1,36 months,Female,Other,Rent,20-25,>500
2758,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
2759,Yes,1,36 months,Male,House,Rent,>25,>500
2760,Yes,1,36 months,Male,House,Rent,20-25,300-500
2761,No,0,36 months,Male,House,Rent,>25,>500
2762,Yes,1,36 months,Male,Car,Rent,>25,>500
2763,Yes,1,36 months,Female,House,Rent,>25,300-500
2764,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2765,Yes,1,36 months,Male,House,Rent,>25,>500
2766,No,0,60 months,Male,House,Rent,>25,>500
2767,Yes,1,36 months,Male,Personal,Mortgage,>25,>500
2768,No,0,36 months,Female,House,Mortgage,>25,>500
2769,Yes,1,36 months,Female,House,Rent,>25,300-500
2770,Yes,1,36 months,Male,House,Rent,20-25,300-500
2771,No,0,36 months,Male,Medical,Rent,>25,>500
2772,Yes,1,36 months,Female,Other,Rent,>25,300-500
2773,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2774,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2775,Yes,1,36 months,Female,House,Rent,>25,>500
2776,Yes,1,36 months,Female,Other,Rent,>25,>500
2777,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2778,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
2779,No,0,36 months,Female,Car,Rent,20-25,>500
2780,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2781,Yes,1,36 months,Female,House,Rent,>25,300-500
2782,No,0,36 months,Female,House,Rent,>25,>500
2783,Yes,1,36 months,Female,House,Rent,>25,300-500
2784,Yes,1,36 months,Male,House,Mortgage,>25,>500
2785,No,0,36 months,Male,House,Rent,20-25,>500
2786,No,0,36 months,Female,House,Mortgage,>25,>500
2787,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
2788,Yes,1,36 months,Male,House,Rent,20-25,300-500
2789,Yes,1,36 months,Male,House,Rent,20-25,300-500
2790,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2791,Yes,1,36 months,Female,House,Mortgage,>25,>500
2792,No,0,36 months,Male,House,Mortgage,20-25,>500
2793,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
2794,No,0,36 months,Female,House,Rent,20-25,>500
2795,Yes,1,36 months,Female,Wedding,Mortgage,>25,300-500
2796,Yes,1,36 months,Female,House,Rent,>25,300-500
2797,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2798,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2799,Yes,1,36 months,Female,House,Mortgage,>25,>500
2800,No,0,36 months,Male,Medical,Mortgage,>25,>500
2801,Yes,1,36 months,Male,House,Rent,>25,>500
2802,Yes,1,36 months,Female,Medical,Own,>25,300-500
2803,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
2804,No,0,36 months,Female,House,Mortgage,>25,>500
2805,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
2806,Yes,1,36 months,Female,House,Own,>25,300-500
2807,Yes,1,60 months,Male,House,Mortgage,20-25,>500
2808,Yes,1,36 months,Male,Car,Rent,20-25,300-500
2809,Yes,1,60 months,Male,House,Rent,20-25,>500
2810,No,0,36 months,Female,House,Rent,>25,>500
2811,No,0,60 months,Male,House,Rent,>25,300-500
2812,Yes,1,36 months,Female,Other,Mortgage,>25,>500
2813,No,0,60 months,Male,House,Rent,20-25,>500
2814,Yes,1,36 months,Male,House,Own,20-25,300-500
2815,Yes,1,36 months,Female,House,Rent,>25,300-500
2816,No,0,36 months,Female,Car,Mortgage,>25,>500
2817,Yes,1,36 months,Male,Car,Rent,>25,>500
2818,Yes,1,36 months,Male,House,Rent,>25,>500
2819,Yes,1,36 months,Male,Other,Mortgage,20-25,300-500
2820,Yes,1,36 months,Female,House,Rent,>25,300-500
2821,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
2822,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
2823,No,0,36 months,Female,Car,Mortgage,20-25,>500
2824,No,0,60 months,Male,House,Mortgage,>25,>500
2825,Yes,1,36 months,Male,Medical,Mortgage,20-25,300-500
2826,No,0,36 months,Male,House,Mortgage,20-25,>500
2827,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
2828,Yes,1,36 months,Female,House,Rent,20-25,300-500
2829,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
2830,Yes,1,36 months,Female,House,Rent,>25,300-500
2831,Yes,1,36 months,Male,House,Rent,20-25,300-500
2832,No,0,36 months,Female,Personal,Mortgage,20-25,>500
2833,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2834,Yes,1,36 months,Female,Other,Rent,>25,>500
2835,Yes,1,36 months,Female,House,Rent,>25,300-500
2836,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2837,Yes,1,36 months,Male,House,Mortgage,>25,>500
2838,No,0,36 months,Male,House,Mortgage,>25,>500
2839,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
2840,Yes,1,36 months,Male,Car,Rent,20-25,300-500
2841,Yes,1,36 months,Female,Wedding,Rent,20-25,300-500
2842,No,0,36 months,Female,Other,Mortgage,20-25,>500
2843,Yes,1,36 months,Male,Car,Mortgage,>25,>500
2844,Yes,1,36 months,Male,Wedding,Rent,20-25,300-500
2845,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2846,No,0,36 months,Female,Wedding,Mortgage,20-25,>500
2847,No,0,60 months,Male,House,Rent,>25,300-500
2848,No,0,36 months,Male,Car,Mortgage,20-25,300-500
2849,Yes,1,36 months,Male,House,Rent,20-25,300-500
2850,No,0,36 months,Male,House,Mortgage,20-25,>500
2851,No,0,36 months,Female,Personal,Mortgage,>25,>500
2852,Yes,1,36 months,Female,Other,Mortgage,20-25,300-500
2853,No,0,36 months,Female,House,Rent,20-25,>500
2854,No,0,36 months,Female,Other,Mortgage,>25,>500
2855,No,0,36 months,Male,House,Rent,>25,>500
2856,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
2857,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2858,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2859,No,0,36 months,Male,House,Mortgage,>25,>500
2860,No,0,36 months,Male,Personal,Mortgage,20-25,>500
2861,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2862,Yes,1,60 months,Male,House,Mortgage,20-25,>500
2863,Yes,1,36 months,Male,Wedding,Rent,20-25,300-500
2864,Yes,1,36 months,Male,House,Mortgage,>25,>500
2865,No,0,36 months,Male,House,Rent,20-25,300-500
2866,No,0,60 months,Male,House,Rent,>25,>500
2867,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2868,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2869,No,0,36 months,Male,House,Mortgage,20-25,>500
2870,Yes,1,36 months,Female,Car,Mortgage,>25,>500
2871,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2872,No,0,36 months,Male,House,Mortgage,20-25,>500
2873,No,0,36 months,Female,Medical,Mortgage,>25,>500
2874,Yes,1,36 months,Male,House,Rent,>25,>500
2875,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
2876,Yes,1,36 months,Female,Medical,Own,>25,300-500
2877,Yes,1,36 months,Male,House,Rent,20-25,>500
2878,No,0,36 months,Male,Car,Rent,20-25,300-500
2879,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2880,No,0,36 months,Female,House,Rent,>25,>500
2881,Yes,1,60 months,Male,House,Mortgage,20-25,>500
2882,No,0,36 months,Female,Personal,Mortgage,>25,>500
2883,Yes,1,36 months,Female,Other,Rent,>25,300-500
2884,No,0,60 months,Male,Personal,Mortgage,>25,>500
2885,Yes,1,36 months,Male,House,Rent,>25,>500
2886,Yes,1,36 months,Female,Wedding,Rent,20-25,300-500
2887,Yes,1,36 months,Female,Car,Rent,>25,>500
2888,No,0,36 months,Female,Personal,Mortgage,>25,>500
2889,Yes,1,36 months,Male,Wedding,Rent,20-25,300-500
2890,Yes,1,36 months,Male,Wedding,Mortgage,20-25,300-500
2891,No,0,36 months,Female,Car,Mortgage,>25,>500
2892,No,0,60 months,Male,Medical,Mortgage,>25,>500
2893,Yes,1,36 months,Male,Car,Rent,20-25,300-500
2894,No,0,36 months,Female,House,Rent,>25,>500
2895,No,0,36 months,Female,House,Rent,20-25,>500
2896,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2897,Yes,1,36 months,Male,House,Rent,20-25,300-500
2898,No,0,36 months,Male,Car,Rent,20-25,300-500
2899,Yes,1,60 months,Male,House,Mortgage,20-25,>500
2900,No,0,36 months,Female,House,Rent,>25,>500
2901,Yes,1,36 months,Male,House,Rent,20-25,300-500
2902,No,0,36 months,Female,Car,Mortgage,>25,>500
2903,No,0,36 months,Female,House,Rent,>25,>500
2904,Yes,1,36 months,Male,Other,Own,20-25,300-500
2905,Yes,1,36 months,Male,House,Mortgage,>25,>500
2906,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2907,Yes,1,60 months,Male,Personal,Mortgage,20-25,>500
2908,Yes,1,36 months,Male,Car,Rent,20-25,300-500
2909,No,0,60 months,Male,House,Rent,>25,300-500
2910,Yes,1,36 months,Male,House,Rent,>25,>500
2911,No,0,36 months,Female,Personal,Mortgage,>25,>500
2912,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2913,Yes,1,36 months,Male,Other,Rent,20-25,300-500
2914,No,0,36 months,Male,Other,Mortgage,20-25,>500
2915,No,0,36 months,Female,Car,Mortgage,>25,>500
2916,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
2917,No,0,36 months,Female,House,Rent,>25,>500
2918,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
2919,No,0,36 months,Male,Car,Mortgage,20-25,>500
2920,Yes,1,36 months,Female,Other,Mortgage,>25,300-500
2921,No,0,36 months,Male,House,Rent,20-25,300-500
2922,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
2923,No,0,36 months,Female,House,Mortgage,>25,>500
2924,Yes,1,36 months,Female,Wedding,Mortgage,>25,>500
2925,No,0,60 months,Male,Car,Rent,>25,>500
2926,Yes,1,36 months,Male,House,Own,20-25,300-500
2927,Yes,1,36 months,Male,House,Rent,20-25,300-500
2928,Yes,1,36 months,Male,House,Rent,20-25,300-500
2929,Yes,1,36 months,Male,House,Rent,>25,>500
2930,Yes,1,36 months,Male,House,Rent,20-25,300-500
2931,Yes,1,36 months,Male,House,Mortgage,>25,>500
2932,Yes,1,60 months,Male,House,Mortgage,20-25,>500
2933,Yes,1,36 months,Male,Other,Mortgage,20-25,300-500
2934,No,0,36 months,Female,Wedding,Mortgage,20-25,>500
2935,Yes,1,36 months,Male,House,Mortgage,>25,>500
2936,Yes,1,36 months,Female,Personal,Mortgage,20-25,300-500
2937,Yes,1,36 months,Male,Car,Rent,20-25,300-500
2938,Yes,1,36 months,Female,House,Rent,>25,300-500
2939,Yes,1,36 months,Female,Other,Mortgage,>25,300-500
2940,Yes,1,36 months,Male,House,Rent,20-25,300-500
2941,No,0,36 months,Female,House,Rent,20-25,>500
2942,No,0,36 months,Female,House,Mortgage,>25,>500
2943,No,0,36 months,Male,House,Mortgage,20-25,>500
2944,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
2945,Yes,1,36 months,Female,House,Mortgage,>25,>500
2946,No,0,36 months,Male,Car,Rent,20-25,300-500
2947,Yes,1,36 months,Male,Personal,Mortgage,20-25,>500
2948,No,0,36 months,Female,Personal,Mortgage,20-25,>500
2949,No,0,36 months,Male,House,Rent,20-25,300-500
2950,Yes,1,36 months,Female,House,Rent,20-25,300-500
2951,Yes,1,36 months,Female,House,Mortgage,20-25,>500
2952,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2953,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
2954,No,0,36 months,Male,Other,Mortgage,20-25,>500
2955,Yes,1,36 months,Female,Personal,Mortgage,20-25,300-500
2956,Yes,1,36 months,Female,House,Rent,>25,300-500
2957,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2958,Yes,1,36 months,Female,Car,Rent,>25,300-500
2959,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
2960,No,0,36 months,Male,House,Rent,20-25,300-500
2961,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
2962,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
2963,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
2964,No,0,36 months,Male,Other,Rent,>25,>500
2965,Yes,1,36 months,Female,Wedding,Mortgage,>25,300-500
2966,Yes,1,60 months,Male,Medical,Mortgage,20-25,>500
2967,Yes,1,36 months,Female,House,Rent,>25,300-500
2968,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2969,Yes,1,36 months,Female,House,Mortgage,>25,300-500
2970,Yes,1,36 months,Female,House,Rent,>25,>500
2971,Yes,1,36 months,Male,House,Mortgage,>25,>500
