,employee_id,department,education,gender,no_of_trainings,age,last_promotion_rating,employee_since_years,all_tasks_completed,training_marks,is_promoted
2732,2003405,Technology,Bachelor's,m,1,38,3,5,0,81,0
2733,2003406,Technology,Master's & above,f,2,40,3,10,0,81,0
2734,2003407,Analytics,Master's & above,m,1,39,5,11,1,84,0
2735,2003408,Operations,Bachelor's,m,1,26,4,5,0,59,0
2736,2003409,Operations,Bachelor's,m,1,43,5,5,1,59,0
2737,2003410,Operations,Bachelor's,m,1,29,2,6,0,61,0
2738,2003411,Procurement,Master's & above,m,1,35,5,5,1,68,0
2739,2003412,Sales & Marketing,Bachelor's,m,1,53,3,3,1,47,0
2740,2003413,Sales & Marketing,Bachelor's,m,1,53,1,5,0,49,0
2741,2003414,Procurement,Master's & above,m,2,37,3,5,1,68,0
2742,2003415,Operations,Bachelor's,m,1,36,3,12,0,70,1
2744,2003416,Sales & Marketing,Bachelor's,m,2,27,2,2,0,53,0
2745,2003417,Operations,Bachelor's,m,1,47,5,15,0,60,0
2746,2003418,Sales & Marketing,Master's & above,f,1,44,2,5,0,42,0
2747,2003419,Operations,Bachelor's,f,1,43,4,12,1,51,0
2749,2003420,Analytics,Master's & above,m,2,31,5,5,1,88,0
2750,2003421,Analytics,Master's & above,m,1,32,5,3,0,86,0
2751,2003422,Sales & Marketing,Bachelor's,m,1,42,3,3,1,52,0
2752,2003423,Operations,Bachelor's,m,1,29,3,2,0,59,0
2753,2003424,Finance,Bachelor's,m,1,29,5,6,0,57,0
2757,2003425,Sales & Marketing,Bachelor's,m,1,34,1,3,0,47,0
2758,2003426,Sales & Marketing,Bachelor's,m,3,27,3,5,1,51,0
2759,2003427,Sales & Marketing,Bachelor's,m,2,50,5,18,0,49,0
2760,2003428,Sales & Marketing,Master's & above,f,1,41,5,7,1,48,0
2761,2003429,Operations,Master's & above,f,1,39,3,2,0,62,0
2762,2003430,Analytics,Bachelor's,m,1,35,5,3,1,91,0
2763,2003431,Sales & Marketing,Master's & above,m,1,44,3,5,0,45,0
2764,2003432,Procurement,Bachelor's,f,1,31,3,5,0,67,0
2765,2003433,Operations,Bachelor's,m,1,25,2,3,0,64,0
2766,2003434,Procurement,Master's & above,m,1,41,4,11,0,67,0
2768,2003435,Analytics,Bachelor's,m,2,25,3,3,1,84,0
2769,2003436,Operations,Bachelor's,f,1,30,4,7,1,61,0
2770,2003437,Operations,Bachelor's,f,1,32,5,3,1,61,0
2771,2003438,Technology,Bachelor's,m,1,27,3,5,0,77,0
2772,2003439,Technology,Bachelor's,f,1,30,3,2,1,77,1
2773,2003440,Analytics,Master's & above,m,1,39,3,6,1,84,0
2774,2003441,Analytics,Bachelor's,m,3,30,3,4,0,85,0
2775,2003442,Operations,Bachelor's,f,1,40,4,7,0,61,0
2776,2003443,Sales & Marketing,Bachelor's,m,1,29,5,5,0,50,0
2777,2003444,Sales & Marketing,Bachelor's,m,1,27,4,2,0,50,0
2778,2003445,Operations,Bachelor's,f,1,40,5,7,0,61,0
2780,2003446,Operations,Master's & above,f,1,42,4,5,0,64,0
2781,2003447,Sales & Marketing,Bachelor's,m,2,53,2,10,0,48,0
2782,2003448,Technology,Master's & above,f,1,36,4,4,1,79,0
2784,2003449,Technology,Master's & above,m,1,44,3,7,0,81,0
2785,2003450,Sales & Marketing,Bachelor's,m,2,32,5,8,0,51,0
2786,2003451,Analytics,Bachelor's,m,1,36,3,8,1,81,0
2787,2003452,Technology,Bachelor's,f,1,33,3,3,0,85,0
2790,2003453,Analytics,Master's & above,m,1,35,3,9,0,83,0
2791,2003454,Technology,Bachelor's,m,1,31,5,5,0,83,0
2792,2003455,Sales & Marketing,Bachelor's,m,1,31,1,4,0,49,0
2794,2003456,Operations,Master's & above,f,1,40,5,5,0,59,0
2795,2003457,Technology,Bachelor's,f,1,29,3,3,0,82,0
2796,2003458,Technology,Bachelor's,m,3,30,3,6,0,82,0
2797,2003459,Sales & Marketing,Bachelor's,m,1,32,5,7,0,47,0
2798,2003460,Legal,Bachelor's,m,1,32,3,4,0,57,0
2800,2003461,Operations,Bachelor's,m,1,47,3,20,0,61,0
2801,2003462,Sales & Marketing,Bachelor's,m,2,41,3,14,0,46,0
2802,2003463,Procurement,Master's & above,f,1,35,5,9,1,71,0
2803,2003464,Operations,Bachelor's,m,1,37,5,9,1,60,0
2804,2003465,Sales & Marketing,Bachelor's,m,1,37,3,2,0,55,0
2805,2003466,Operations,Master's & above,f,1,35,5,4,0,59,0
2806,2003467,Analytics,Bachelor's,m,1,32,1,6,1,88,0
2807,2003468,Finance,Bachelor's,m,2,31,4,2,0,59,0
2809,2003469,Operations,Bachelor's,f,1,34,5,6,0,74,1
2810,2003470,Operations,Bachelor's,m,1,35,5,4,0,60,0
2811,2003471,Sales & Marketing,Master's & above,m,1,36,5,8,0,46,0
2812,2003472,Operations,Master's & above,f,1,44,4,13,1,59,0
2813,2003473,Finance,Bachelor's,f,1,26,3,2,0,64,0
2814,2003474,Analytics,Master's & above,m,1,35,3,7,0,84,0
2815,2003475,Analytics,Bachelor's,f,2,28,5,5,1,81,0
2816,2003476,Analytics,Bachelor's,m,1,38,1,9,0,85,0
2817,2003477,Technology,Master's & above,f,1,49,3,18,0,82,0
2818,2003478,Operations,Master's & above,m,1,44,4,16,1,89,1
2820,2003479,Finance,Bachelor's,m,1,38,3,10,0,63,0
2821,2003480,Sales & Marketing,Bachelor's,m,1,56,5,5,1,51,0
2822,2003481,Sales & Marketing,Bachelor's,m,1,41,2,12,0,51,0
2823,2003482,Procurement,Bachelor's,m,1,52,3,20,0,68,0
2824,2003483,Operations,Master's & above,m,1,54,4,14,0,59,0
2826,2003484,Procurement,Bachelor's,m,3,36,2,4,1,66,0
2827,2003485,HR,Master's & above,m,1,42,5,4,0,63,1
2828,2003486,Operations,Bachelor's,m,1,26,3,1,1,62,0
2829,2003487,Operations,Master's & above,m,1,34,5,6,0,61,0
2830,2003488,Procurement,Master's & above,m,1,55,3,7,0,67,0
2831,2003489,Procurement,Bachelor's,f,1,34,3,10,0,70,0
2832,2003490,Sales & Marketing,Bachelor's,f,1,33,3,3,0,50,0
2833,2003491,Procurement,Master's & above,m,1,34,4,5,0,71,0
2834,2003492,Sales & Marketing,Bachelor's,m,1,34,3,10,1,51,0
2836,2003493,Procurement,Below Secondary,m,1,26,3,4,0,67,0
2837,2003494,Operations,Bachelor's,m,1,36,2,3,0,59,0
2838,2003495,Operations,Master's & above,m,2,50,3,15,0,56,0
2839,2003496,Procurement,Bachelor's,m,1,25,3,3,0,73,0
2840,2003497,Analytics,Bachelor's,m,1,33,5,9,1,83,0
2841,2003498,Technology,Bachelor's,m,1,50,5,16,1,84,0
2843,2003499,Sales & Marketing,Bachelor's,m,1,59,5,23,0,52,0
2844,2003500,Operations,Master's & above,m,1,37,5,8,0,60,0
2845,2003501,Operations,Below Secondary,m,1,26,3,4,0,64,0
2846,2003502,Sales & Marketing,Bachelor's,m,2,37,1,13,0,49,0
2848,2003503,Analytics,Bachelor's,m,2,28,2,2,0,87,1
2849,2003504,Operations,Master's & above,f,1,38,3,4,1,59,0
2850,2003505,Finance,Bachelor's,m,1,36,1,8,0,61,0
2851,2003506,Sales & Marketing,Bachelor's,m,1,29,5,4,0,61,1
2852,2003507,Sales & Marketing,Master's & above,m,1,31,5,4,0,48,0
2853,2003508,Technology,Master's & above,f,2,31,4,7,1,81,0
2854,2003509,Finance,Bachelor's,m,1,30,4,2,0,62,0
2856,2003510,Sales & Marketing,Master's & above,f,1,56,2,12,0,49,0
2857,2003511,Sales & Marketing,Bachelor's,m,1,33,5,7,1,44,1
2858,2003512,Procurement,Bachelor's,m,1,29,3,4,1,73,0
2859,2003513,Procurement,Bachelor's,f,1,30,3,4,1,72,0
2861,2003514,Procurement,Bachelor's,m,3,30,1,3,1,67,0
2862,2003515,Analytics,Bachelor's,m,2,32,5,5,1,85,0
2863,2003516,Sales & Marketing,Bachelor's,m,2,33,3,6,0,52,0
2865,2003517,Analytics,Bachelor's,f,2,29,5,4,1,84,0
2866,2003518,Operations,Bachelor's,m,1,28,3,2,0,58,0
2867,2003519,Sales & Marketing,Bachelor's,m,1,38,1,7,0,49,0
2868,2003520,Analytics,Bachelor's,m,2,29,5,5,0,83,0
2869,2003521,Technology,Master's & above,f,2,34,3,3,0,82,0
2870,2003522,Technology,Bachelor's,m,1,36,3,7,0,85,0
2871,2003523,Sales & Marketing,Bachelor's,f,1,30,3,5,0,46,0
2873,2003524,Technology,Bachelor's,m,1,41,5,11,1,82,1
2874,2003525,Procurement,Bachelor's,f,1,37,3,7,0,74,0
2875,2003526,Finance,Bachelor's,m,1,41,4,6,1,62,1
2879,2003527,Sales & Marketing,Bachelor's,m,3,29,1,3,0,49,0
2880,2003528,Operations,Master's & above,m,1,37,1,2,1,58,0
2881,2003529,Sales & Marketing,Bachelor's,m,4,30,3,4,0,49,0
2882,2003530,Operations,Master's & above,m,3,35,5,7,1,57,0
2883,2003531,Procurement,Bachelor's,m,1,26,5,3,1,65,0
2884,2003532,Sales & Marketing,Master's & above,m,1,32,5,7,0,46,0
2885,2003533,Sales & Marketing,Bachelor's,m,1,51,4,17,0,63,1
2886,2003534,Sales & Marketing,Bachelor's,m,1,40,4,4,0,46,0
2887,2003535,Sales & Marketing,Bachelor's,m,1,30,3,4,0,52,0
2888,2003536,Finance,Bachelor's,m,1,27,5,3,1,61,0
2889,2003537,Analytics,Bachelor's,m,2,30,5,2,1,83,0
2890,2003538,Technology,Master's & above,m,1,43,4,17,0,79,0
2891,2003539,Finance,Bachelor's,f,1,34,3,3,0,64,0
2892,2003540,Procurement,Master's & above,m,1,40,3,8,1,68,0
2895,2003541,Analytics,Bachelor's,m,1,33,3,4,1,86,0
2896,2003542,Sales & Marketing,Bachelor's,m,1,30,1,12,0,47,0
2897,2003543,Sales & Marketing,Bachelor's,m,1,52,3,14,0,45,0
2898,2003544,Sales & Marketing,Bachelor's,f,1,31,2,5,0,49,0
2899,2003545,Procurement,Master's & above,f,1,51,3,15,0,74,0
2900,2003546,Procurement,Master's & above,m,1,42,3,16,0,72,0
2901,2003547,HR,Master's & above,m,1,39,5,6,1,47,1
2902,2003548,Technology,Bachelor's,f,1,46,3,16,0,77,0
2903,2003549,Operations,Bachelor's,m,1,28,1,4,0,59,0
2904,2003550,Sales & Marketing,Bachelor's,m,1,27,3,3,0,55,0
2905,2003551,Procurement,Master's & above,f,1,38,3,7,1,71,0
2906,2003552,Sales & Marketing,Bachelor's,f,1,35,5,9,0,48,0
2907,2003553,Procurement,Bachelor's,f,1,32,3,2,0,69,0
2908,2003554,Finance,Bachelor's,f,1,29,3,7,1,60,0
2909,2003555,Technology,Bachelor's,m,1,40,5,4,1,82,0
2910,2003556,Sales & Marketing,Bachelor's,m,1,27,5,2,0,51,0
2911,2003557,Operations,Bachelor's,f,2,31,1,4,0,55,0
2912,2003558,Operations,Bachelor's,m,1,35,3,2,1,57,0
2913,2003559,Sales & Marketing,Bachelor's,m,1,36,3,5,1,48,0
2914,2003560,Technology,Master's & above,f,1,59,1,18,0,82,0
2915,2003561,Sales & Marketing,Bachelor's,f,1,38,1,6,0,49,0
2916,2003562,Operations,Bachelor's,m,1,31,3,6,0,61,0
2917,2003563,Operations,Master's & above,m,1,31,5,8,0,66,0
2919,2003564,Technology,Bachelor's,m,1,39,5,8,1,80,0
2920,2003565,Analytics,Bachelor's,m,1,30,1,2,0,85,0
2921,2003566,HR,Bachelor's,m,1,29,3,5,0,48,0
2922,2003567,Legal,Bachelor's,m,1,31,4,4,0,60,0
2924,2003568,Procurement,Master's & above,f,1,32,3,6,1,74,0
2925,2003569,Analytics,Bachelor's,m,2,25,3,2,0,81,0
2926,2003570,Procurement,Master's & above,f,1,55,3,7,1,73,0
2927,2003571,Procurement,Master's & above,f,2,51,3,7,0,65,0
2929,2003572,Technology,Master's & above,m,1,32,5,7,0,78,0
2930,2003573,Technology,Master's & above,f,1,39,2,5,0,81,0
2931,2003574,Operations,Master's & above,m,1,32,3,5,0,63,0
2932,2003575,Technology,Master's & above,m,1,34,3,5,0,82,0
2933,2003576,HR,Bachelor's,f,1,30,3,2,1,51,0
2934,2003577,Sales & Marketing,Bachelor's,m,1,29,3,2,1,47,0
2935,2003578,Technology,Bachelor's,m,1,48,4,8,0,79,0
2936,2003579,HR,Master's & above,m,1,37,1,11,0,47,0
2937,2003580,Technology,Master's & above,m,2,37,3,5,1,94,1
2938,2003581,Procurement,Master's & above,f,1,49,3,5,0,69,0
2939,2003582,Analytics,Bachelor's,m,3,30,3,5,1,84,0
2940,2003583,Operations,Master's & above,m,1,43,3,12,0,58,0
2941,2003584,Sales & Marketing,Bachelor's,m,3,30,2,6,1,53,0
2942,2003585,Technology,Bachelor's,f,1,25,2,3,1,79,0
2943,2003586,Analytics,Bachelor's,m,1,45,3,6,0,85,0
2944,2003587,Sales & Marketing,Bachelor's,m,1,33,5,7,1,49,0
2945,2003588,Analytics,Bachelor's,m,1,33,5,7,1,87,0
2946,2003589,Operations,Bachelor's,m,1,39,4,7,1,57,0
2947,2003590,Sales & Marketing,Bachelor's,m,1,29,2,3,1,49,0
2948,2003591,Technology,Bachelor's,m,1,29,5,4,1,78,0
2949,2003592,Analytics,Bachelor's,m,1,36,3,8,1,80,0
2950,2003593,Operations,Bachelor's,f,1,38,4,9,0,72,1
2951,2003594,Sales & Marketing,Bachelor's,m,1,42,5,8,0,58,0
2952,2003595,Operations,Master's & above,f,1,46,1,12,0,55,0
2953,2003596,Sales & Marketing,Bachelor's,m,1,35,3,6,0,49,0
2954,2003597,Operations,Bachelor's,m,1,34,1,4,0,58,0
2955,2003598,Operations,Bachelor's,f,3,28,4,3,0,62,0
2956,2003599,Finance,Bachelor's,f,1,30,5,7,1,60,1
2957,2003600,Sales & Marketing,Bachelor's,m,1,31,5,7,0,50,0
2958,2003601,Sales & Marketing,Bachelor's,f,1,27,1,4,0,53,0
2959,2003602,Sales & Marketing,Bachelor's,m,1,36,3,4,1,54,0
2960,2003603,Operations,Bachelor's,m,1,40,5,3,1,60,1
2961,2003604,Sales & Marketing,Bachelor's,m,1,50,5,6,0,48,0
2962,2003605,Operations,Master's & above,m,1,40,3,2,0,57,0
2963,2003606,Technology,Master's & above,m,1,35,4,2,1,80,0
2965,2003607,Technology,Bachelor's,m,1,32,1,4,0,75,0
2966,2003608,Operations,Bachelor's,m,2,54,5,6,1,60,0
2967,2003609,Operations,Bachelor's,m,1,29,5,3,1,58,1
2968,2003610,Sales & Marketing,Bachelor's,m,1,32,5,3,0,46,0
2969,2003611,Operations,Bachelor's,m,1,27,5,5,0,57,0
2970,2003612,Analytics,Bachelor's,f,1,28,5,4,1,81,0
2971,2003613,Analytics,Bachelor's,m,2,36,5,7,1,83,0
2972,2003614,Procurement,Bachelor's,f,1,36,1,10,0,69,0
2973,2003615,Operations,Bachelor's,f,1,32,4,8,0,65,0
2974,2003616,Operations,Master's & above,m,1,41,4,11,0,62,0
2975,2003617,Sales & Marketing,Master's & above,m,1,31,4,4,1,48,0
2976,2003618,Finance,Below Secondary,m,3,21,3,2,0,60,0
2977,2003619,Procurement,Bachelor's,f,1,59,2,15,0,66,0
2978,2003620,Sales & Marketing,Master's & above,m,1,41,3,8,0,51,0
2979,2003621,Procurement,Bachelor's,f,1,31,3,8,0,69,0
2980,2003622,Operations,Bachelor's,f,1,27,3,2,1,57,0
2981,2003623,Finance,Bachelor's,m,3,41,3,3,0,60,0
2982,2003624,Sales & Marketing,Bachelor's,m,1,30,5,6,0,49,0
2983,2003625,HR,Bachelor's,m,1,29,3,5,0,55,0
2984,2003626,Sales & Marketing,Bachelor's,m,1,45,3,6,0,47,0
2985,2003627,Procurement,Bachelor's,f,1,31,5,7,1,69,0
2986,2003628,Operations,Bachelor's,m,1,26,4,2,0,55,0
2987,2003629,Technology,Bachelor's,m,1,32,3,3,0,76,0
2988,2003630,Sales & Marketing,Bachelor's,m,2,38,1,3,0,45,0
2989,2003631,Operations,Bachelor's,m,1,31,3,7,0,61,0
2990,2003632,HR,Bachelor's,f,1,26,3,3,0,47,0
2991,2003633,HR,Bachelor's,m,1,31,3,6,1,51,0
2992,2003634,Sales & Marketing,Master's & above,f,1,39,3,11,1,50,0
2993,2003635,Procurement,Master's & above,f,1,46,3,13,1,69,1
2994,2003636,Analytics,Bachelor's,m,1,29,5,3,1,86,1
2995,2003637,Sales & Marketing,Bachelor's,m,1,44,2,4,0,48,0
2996,2003638,Analytics,Bachelor's,m,1,36,4,3,1,88,0
2997,2003639,Operations,Bachelor's,f,1,28,3,5,0,58,0
2998,2003640,Sales & Marketing,Master's & above,f,1,46,3,3,1,49,0
2999,2003641,Procurement,Bachelor's,m,1,35,5,2,1,69,0
3000,2003642,Sales & Marketing,Bachelor's,m,1,29,4,2,0,49,0
3001,2003643,HR,Master's & above,f,1,36,5,13,0,52,0
3002,2003644,Finance,Bachelor's,m,1,31,4,4,1,63,0
3003,2003645,Sales & Marketing,Bachelor's,m,1,37,3,8,0,53,0
3005,2003646,Procurement,Bachelor's,m,1,31,3,5,0,69,0
3006,2003647,Technology,Bachelor's,f,3,33,1,9,0,76,0
3007,2003648,Technology,Bachelor's,m,1,26,3,3,1,79,0
3008,2003649,Finance,Bachelor's,m,2,28,1,5,0,66,0
3009,2003650,Technology,Bachelor's,f,1,34,3,4,0,83,0
3010,2003651,Legal,Bachelor's,m,1,52,5,2,0,55,0
3011,2003652,HR,Bachelor's,f,1,32,1,5,0,51,0
3013,2003653,Finance,Bachelor's,f,1,29,4,9,1,58,0
3014,2003654,HR,Bachelor's,m,1,31,5,3,0,52,0
3015,2003655,Operations,Bachelor's,f,1,39,4,5,0,58,0
3016,2003656,Sales & Marketing,Bachelor's,f,1,26,5,3,1,54,0
3017,2003657,Procurement,Bachelor's,m,1,31,3,9,0,73,0
3018,2003658,Operations,Master's & above,m,1,38,4,12,0,59,0
3019,2003659,Sales & Marketing,Bachelor's,m,1,38,4,9,0,48,0
3020,2003660,Procurement,Bachelor's,m,1,53,2,4,0,72,0
3021,2003661,HR,Bachelor's,m,1,30,3,5,0,57,0
3022,2003662,Analytics,Bachelor's,m,2,41,2,13,1,82,1
3024,2003663,HR,Bachelor's,m,1,46,4,15,1,47,0
3025,2003664,Technology,Bachelor's,m,1,26,4,2,0,78,0
3026,2003665,Technology,Bachelor's,f,2,33,2,4,0,79,0
3027,2003666,R&D,Bachelor's,m,1,34,5,5,0,84,0
3028,2003667,Procurement,Bachelor's,f,1,29,1,3,0,72,0
3030,2003668,Procurement,Bachelor's,m,1,34,3,8,0,73,0
3031,2003669,Procurement,Master's & above,f,1,35,4,6,0,63,0
3033,2003670,Procurement,Master's & above,m,2,41,3,11,0,69,0
3035,2003671,Sales & Marketing,Bachelor's,f,1,29,3,2,0,49,0
3036,2003672,Sales & Marketing,Bachelor's,m,1,40,3,6,0,49,0
3037,2003673,Operations,Master's & above,m,1,36,5,8,1,62,0
3038,2003674,Operations,Bachelor's,m,1,27,1,3,0,59,0
3039,2003675,Operations,Bachelor's,m,1,42,3,4,0,60,0
3040,2003676,Sales & Marketing,Master's & above,m,1,46,1,15,0,49,0
3041,2003677,Operations,Bachelor's,m,1,25,3,2,0,61,0
3042,2003678,Operations,Bachelor's,f,1,37,3,4,1,62,0
3043,2003679,Operations,Bachelor's,m,1,26,5,3,1,60,0
3044,2003680,Technology,Bachelor's,m,1,41,5,9,1,84,0
3045,2003681,Procurement,Master's & above,m,1,46,4,11,0,70,0
3046,2003682,Finance,Bachelor's,f,1,27,5,3,0,55,0
3047,2003683,Analytics,Bachelor's,m,2,32,3,9,0,81,0
3048,2003684,Operations,Bachelor's,m,1,29,4,3,1,59,0
3049,2003685,Analytics,Bachelor's,f,2,27,3,4,0,81,1
3050,2003686,Finance,Bachelor's,f,1,48,5,12,0,61,0
3051,2003687,Legal,Bachelor's,m,1,37,4,10,0,56,0
3052,2003688,Operations,Master's & above,m,1,48,3,9,0,61,0
3054,2003689,Analytics,Bachelor's,m,1,37,2,3,0,83,0
3055,2003690,Legal,Below Secondary,m,1,28,3,2,1,59,0
3056,2003691,Analytics,Bachelor's,m,1,35,5,5,0,89,0
3057,2003692,HR,Master's & above,m,1,45,4,5,0,47,0
3058,2003693,Sales & Marketing,Bachelor's,m,1,35,1,4,0,48,0
3060,2003694,Sales & Marketing,Bachelor's,m,1,27,3,4,0,51,0
3061,2003695,Operations,Bachelor's,m,1,38,5,9,1,61,0
3062,2003696,Sales & Marketing,Bachelor's,m,2,28,3,3,0,49,0
3063,2003697,Procurement,Bachelor's,m,3,27,4,3,1,68,1
3064,2003698,Operations,Bachelor's,m,2,30,3,5,0,59,0
3065,2003699,Technology,Bachelor's,m,1,39,4,14,0,88,1
3066,2003700,Sales & Marketing,Bachelor's,m,2,31,3,4,0,49,0
3067,2003701,Technology,Bachelor's,f,1,26,1,3,0,77,0
3068,2003702,Sales & Marketing,Bachelor's,f,1,31,4,5,1,49,1
3069,2003703,Technology,Bachelor's,m,1,41,3,4,0,78,0
3070,2003704,Sales & Marketing,Bachelor's,f,1,40,4,7,0,45,0
3071,2003705,Analytics,Bachelor's,f,2,34,4,5,0,83,0
3072,2003706,Operations,Bachelor's,m,1,30,3,5,0,59,0
3073,2003707,Technology,Bachelor's,m,1,33,3,6,1,74,0
3076,2003708,Operations,Master's & above,m,1,36,1,4,1,58,0
3077,2003709,HR,Master's & above,m,1,60,4,3,0,44,0
3079,2003710,Procurement,Bachelor's,f,3,30,3,5,1,73,0
3080,2003711,Operations,Bachelor's,f,1,35,5,10,1,58,0
3081,2003712,Procurement,Bachelor's,m,1,29,5,4,1,70,0
3082,2003713,Sales & Marketing,Bachelor's,f,1,54,3,14,0,47,0
3083,2003714,Technology,Bachelor's,m,1,31,4,4,1,83,0
3084,2003715,Analytics,Bachelor's,m,1,28,5,4,1,85,0
3085,2003716,Sales & Marketing,Master's & above,m,2,33,3,2,0,52,0
3087,2003717,Operations,Bachelor's,f,1,37,4,9,1,55,0
3088,2003718,Analytics,Bachelor's,m,2,30,5,9,1,85,0
3089,2003719,Operations,Bachelor's,f,1,31,4,5,1,60,0
3090,2003720,Operations,Bachelor's,m,1,30,1,5,0,59,0
3091,2003721,Technology,Master's & above,m,1,34,4,7,0,79,0
3092,2003722,R&D,Master's & above,m,2,38,3,3,0,83,0
3093,2003723,Operations,Bachelor's,f,1,28,3,4,0,60,0
3095,2003724,Technology,Master's & above,m,2,33,3,6,0,82,0
3096,2003725,Operations,Bachelor's,m,1,36,3,9,0,58,0
3098,2003726,Procurement,Bachelor's,m,1,36,2,9,1,70,0
3099,2003727,Procurement,Master's & above,m,1,33,4,9,0,69,0
3100,2003728,Sales & Marketing,Master's & above,m,1,48,3,9,0,44,0
3101,2003729,Procurement,Bachelor's,m,3,34,1,3,0,71,0
3102,2003730,Sales & Marketing,Bachelor's,f,1,35,4,8,1,49,0
3103,2003731,Sales & Marketing,Bachelor's,m,1,32,4,7,0,50,0
3105,2003732,Operations,Bachelor's,m,1,33,4,6,1,57,0
3106,2003733,Operations,Master's & above,f,1,35,3,4,0,96,1
3107,2003734,Procurement,Bachelor's,m,1,60,3,3,0,72,0
3108,2003735,Sales & Marketing,Bachelor's,m,1,31,4,4,1,45,0
3109,2003736,Operations,Bachelor's,m,1,29,5,2,1,63,0
3110,2003737,Operations,Bachelor's,f,2,33,3,3,0,58,0
3111,2003738,Procurement,Bachelor's,m,2,37,3,9,0,72,0
3113,2003739,Technology,Bachelor's,m,2,26,2,3,0,77,0
3114,2003740,Legal,Bachelor's,m,1,29,3,5,0,61,0
3115,2003741,Sales & Marketing,Master's & above,f,1,36,1,7,0,54,0
3116,2003742,Legal,Bachelor's,m,1,33,3,4,0,61,0
3117,2003743,Operations,Bachelor's,f,1,32,5,5,1,56,0
3118,2003744,Procurement,Bachelor's,m,2,51,1,24,0,67,0
3119,2003745,Procurement,Bachelor's,m,1,37,3,11,0,70,0
3120,2003746,R&D,Master's & above,m,1,35,5,7,1,83,0
3121,2003747,R&D,Bachelor's,m,2,33,3,5,1,88,0
3122,2003748,Operations,Bachelor's,m,1,33,3,5,1,53,0
3123,2003749,Procurement,Master's & above,m,1,58,4,7,0,68,0
3124,2003750,Finance,Bachelor's,m,1,30,4,2,0,58,0
3125,2003751,Sales & Marketing,Bachelor's,m,1,37,2,10,0,49,0
3126,2003752,Sales & Marketing,Bachelor's,m,2,33,1,5,0,50,0
3128,2003753,Technology,Master's & above,f,1,38,5,10,1,82,0
3129,2003754,Sales & Marketing,Bachelor's,m,1,34,1,8,0,53,0
3130,2003755,Sales & Marketing,Bachelor's,m,1,38,4,2,1,51,0
3131,2003756,Operations,Bachelor's,f,1,37,5,7,1,59,0
3132,2003757,Sales & Marketing,Bachelor's,m,1,29,4,3,0,49,0
3133,2003758,Sales & Marketing,Bachelor's,f,1,60,3,6,0,49,0
3134,2003759,Sales & Marketing,Bachelor's,f,1,31,5,2,0,48,0
3135,2003760,R&D,Bachelor's,m,1,30,4,2,1,87,0
3136,2003761,Procurement,Bachelor's,f,1,36,3,9,1,66,0
3137,2003762,Operations,Bachelor's,f,1,35,3,10,0,61,0
3138,2003763,R&D,Bachelor's,m,1,41,3,7,1,81,0
3139,2003764,Technology,Bachelor's,f,1,30,3,4,0,89,1
3140,2003765,Sales & Marketing,Bachelor's,f,1,29,3,5,0,53,0
3141,2003766,HR,Bachelor's,m,1,30,3,5,1,90,1
3142,2003767,Procurement,Bachelor's,f,1,55,3,8,0,69,0
3144,2003768,Analytics,Master's & above,m,1,38,3,4,1,81,0
3145,2003769,HR,Bachelor's,f,1,32,5,7,1,52,0
3146,2003770,Operations,Bachelor's,m,1,38,2,10,0,59,0
3147,2003771,Sales & Marketing,Master's & above,m,1,47,3,17,0,49,0
3148,2003772,Operations,Bachelor's,f,1,42,5,15,0,65,0
3149,2003773,Operations,Master's & above,m,1,31,5,4,1,57,1
3150,2003774,Technology,Master's & above,m,2,38,3,9,1,91,1
3151,2003775,Technology,Bachelor's,f,1,32,1,4,0,72,0
3152,2003776,Operations,Below Secondary,m,1,23,3,2,0,59,0
3153,2003777,Sales & Marketing,Master's & above,f,1,41,5,13,0,44,0
3154,2003778,Technology,Bachelor's,m,1,51,5,3,1,84,0
3155,2003779,Sales & Marketing,Bachelor's,m,1,45,4,12,0,44,0
3158,2003780,Analytics,Bachelor's,m,1,30,3,4,0,90,0
3159,2003781,Sales & Marketing,Bachelor's,m,1,38,4,4,1,48,0
3160,2003782,Operations,Bachelor's,f,1,48,5,3,1,63,1
3161,2003783,HR,Master's & above,m,1,38,4,3,0,49,0
3162,2003784,Legal,Bachelor's,m,1,31,3,4,1,59,0
3163,2003785,Legal,Bachelor's,m,1,30,4,3,0,62,0
3164,2003786,Technology,Bachelor's,m,1,31,3,3,1,80,1
3165,2003787,Sales & Marketing,Master's & above,f,1,34,3,9,1,45,0
3166,2003788,Sales & Marketing,Master's & above,m,1,60,1,11,0,48,0
3167,2003789,Operations,Master's & above,m,1,40,2,12,0,58,0
3168,2003790,Procurement,Master's & above,m,1,55,3,7,0,69,0
3169,2003791,Sales & Marketing,Bachelor's,m,2,45,3,5,0,48,0
3170,2003792,Sales & Marketing,Bachelor's,m,2,29,1,4,0,51,0
3171,2003793,R&D,Master's & above,m,1,27,4,5,1,84,0
3172,2003794,Sales & Marketing,Master's & above,f,1,34,4,7,0,64,1
3173,2003795,Analytics,Bachelor's,m,2,28,3,4,1,85,0
3174,2003796,Sales & Marketing,Bachelor's,m,1,37,1,5,0,50,0
3175,2003797,Sales & Marketing,Bachelor's,m,1,35,4,9,1,50,0
3176,2003798,Sales & Marketing,Bachelor's,m,1,30,2,3,1,51,0
3177,2003799,Analytics,Bachelor's,m,1,36,3,5,1,81,0
